brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,latest_price_range,old_price,discount,star_rating,ratings,reviews
asus,Pentium,Intel,Pentium Quad,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,314.76,[0.0 - 687.5],375.32,16,3.8,2736,350
asus,Pentium,Intel,Pentium Quad,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,314.76,[0.0 - 687.5],485.75,35,3.7,4741,658
asus,Pentium,Intel,Pentium Quad,11th,4,DDR4,128,0,Windows,32-bit,0,Casual,14,0,Yes,No,703.65,[687.5 - 1375.0],841.71,16,0,0,0
asus,Pentium,Intel,Pentium Quad,10th,4,LPDDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,338.99,[0.0 - 687.5],411.65,17,0,0,0
asus,Pro,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,0,No,No,992.98,[687.5 - 1375.0],0,0,0,0,0
asus,Pro,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,0,No,No,1041.42,[687.5 - 1375.0],1077.75,3,0,0,0
asus,Pro,Intel,Core i7,8th,16,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,0,No,No,1197.92,[687.5 - 1375.0],0,0,0,0,0
asus,ROG,AMD,Ryzen 7,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,Yes,920.43,[687.5 - 1375.0],1537.97,40,5,1,1
asus,ROG,AMD,Ryzen 7,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,Yes,932.42,[687.5 - 1375.0],1416.86,34,0,0,0
asus,ROG,AMD,Ryzen 7,11th,4,DDR5,1024,0,Windows,32-bit,4,Casual,16,1,No,No,1392.64,[1375.0 - 2062.5],1768.08,21,0,0,0
asus,ROG,AMD,Ryzen 7,11th,4,DDR5,1024,0,Windows,64-bit,4,Casual,16,0,No,No,1368.41,[687.5 - 1375.0],1731.74,20,0,0,0
asus,ROG,AMD,Ryzen 7,11th,4,DDR5,512,0,Windows,32-bit,4,Casual,16,1,No,No,1356.3,[687.5 - 1375.0],1610.63,15,0,0,0
asus,ROG,AMD,Ryzen 7,11th,4,DDR5,512,0,Windows,64-bit,4,Casual,16,0,No,No,1295.75,[687.5 - 1375.0],1610.63,19,0,0,0
asus,ROG,AMD,Ryzen 7,11th,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,1,Yes,No,1210.97,[687.5 - 1375.0],1973.96,38,4.4,77,15
asus,ROG,AMD,Ryzen 7,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,No,No,871.87,[687.5 - 1375.0],1101.97,20,4.5,144,16
asus,ROG,AMD,Ryzen 7,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,No,No,871.87,[687.5 - 1375.0],1101.97,20,4.5,1810,235
asus,ROG,AMD,Ryzen 7,11th,8,LPDDR4X,1024,0,Windows,64-bit,4,Casual,14,0,No,No,883.98,[687.5 - 1375.0],1501.63,41,4.6,198,24
asus,ROG,AMD,Ryzen 9,10th,16,DDR4,1024,0,Windows,32-bit,0,Casual,15.6,1,No,No,1877.07,[1375.0 - 2062.5],2518.95,25,4.6,194,42
asus,ROG,AMD,Ryzen 9,11th,16,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,0,No,No,1392.64,[1375.0 - 2062.5],1973.96,29,4.6,28,4
asus,ROG,AMD,Ryzen 9,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,1,No,No,1646.97,[1375.0 - 2062.5],2228.29,26,0,0,0
asus,ROG,AMD,Ryzen 9,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,1,No,Yes,1574.3,[1375.0 - 2062.5],2276.73,30,4.3,204,35
asus,ROG,AMD,Ryzen 9,10th,16,DDR4,1024,0,Windows,64-bit,8,Casual,15.6,1,No,Yes,2422.07,[2062.5 - 2750.0],3148.72,23,4.7,9,2
asus,ROG,AMD,Ryzen 9,11th,16,LPDDR4X,1024,0,Windows,64-bit,4,Casual,13.4,1,Yes,Yes,1392.64,[1375.0 - 2062.5],2131.4,34,4.3,32,6
asus,Rog,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,No,1574.3,[1375.0 - 2062.5],2022.41,22,0,0,0
asus,ROG,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,No,1646.97,[1375.0 - 2062.5],2095.07,21,0,0,0
asus,ROG,AMD,Ryzen 9,10th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,No,1755.96,[1375.0 - 2062.5],2361.51,25,0,0,0
asus,ROG,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,6,Casual,16,0,No,No,1719.63,[1375.0 - 2062.5],2300.96,25,4.2,61,13
asus,ROG,AMD,Ryzen 9,11th,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,1,Yes,No,1392.64,[1375.0 - 2062.5],2204.07,36,4.7,14,1
asus,ROG,AMD,Ryzen 9,11th,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,1,Yes,Yes,1513.75,[1375.0 - 2062.5],2131.4,28,5,3,0
asus,ROG,AMD,Ryzen 9,11th,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,1,Yes,Yes,1513.75,[1375.0 - 2062.5],2361.51,35,4.2,44,12
asus,ROG,AMD,Ryzen 9,10th,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,1,Yes,Yes,1731.74,[1375.0 - 2062.5],2446.29,29,4,4,1
asus,ROG,AMD,Ryzen 9,10th,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,1,Yes,Yes,2845.95,[2750.0 - 3437.5],4250.82,33,0,0,0
asus,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,1,No,No,944.53,[687.5 - 1375.0],1816.52,48,4.5,187,26
asus,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64-bit,4,Casual,16,0,No,No,1005.09,[687.5 - 1375.0],1307.86,23,4.5,844,118
asus,ROG,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,No,No,920.31,[687.5 - 1375.0],1235.19,25,4.6,1365,137
asus,ROG,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,4,Casual,16,0,No,No,1285.78,[687.5 - 1375.0],1465.3,12,4.5,1881,241
asus,ROG,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,8,Casual,16,0,No,No,2845.95,[2750.0 - 3437.5],3935.93,27,0,0,0
asus,ROG,Intel,Core i7,10th,16,LPDDR4X,0,512,DOS,32-bit,6,Casual,16,0,No,No,1774.13,[1375.0 - 2062.5],0,0,3,2,1
asus,ROG,Intel,Core i9,12th,16,DDR5,1024,0,Windows,64-bit,6,Casual,16,0,No,No,3633.16,[3437.5 - 4125.0],4565.7,20,0,0,0
asus,Ryzen,AMD,Ryzen 3,10th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,408.02,[0.0 - 687.5],460.09,11,4.2,170,26
asus,Ryzen,AMD,Ryzen 3,10th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,435.87,[0.0 - 687.5],569.09,23,4.3,2886,375
asus,Ryzen,AMD,Ryzen 5,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,14,1,No,Yes,909.53,[687.5 - 1375.0],914.38,0,0,0,0
asus,Ryzen,AMD,Ryzen 5,11th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,605.43,[0.0 - 687.5],787.09,23,4.5,14,2
asus,Ryzen,AMD,Ryzen 5,11th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,1,No,Yes,604.21,[0.0 - 687.5],847.64,28,4.7,6,1
asus,Ryzen,AMD,Ryzen 7,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,968.75,[687.5 - 1375.0],1574.3,38,0,0,0
asus,Ryzen,AMD,Ryzen 7,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,14,1,No,No,968.75,[687.5 - 1375.0],1598.52,39,0,0,0
asus,Ryzen,AMD,Ryzen 7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,1029.07,[687.5 - 1375.0],1344.19,23,3,2,1
asus,Ryzen,AMD,Ryzen 7,11th,4,DDR4,512,0,Windows,32-bit,4,Casual,16,0,No,No,876.83,[687.5 - 1375.0],1380.65,36,0,0,0
asus,Ryzen,AMD,Ryzen 7,11th,4,DDR4,512,0,Windows,32-bit,4,Casual,16,0,No,No,968.75,[687.5 - 1375.0],1174.64,17,0,0,0
asus,Ryzen,AMD,Ryzen 9,10th,4,DDR4,1024,0,Windows,32-bit,6,Casual,16,0,No,No,1683.3,[1375.0 - 2062.5],2555.29,34,0,0,0
asus,Ryzen,AMD,Ryzen 9,8th,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,1,No,No,1731.74,[1375.0 - 2062.5],0,0,0,0,0
asus,Ryzen,AMD,Ryzen 9,8th,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,1,No,No,1816.52,[1375.0 - 2062.5],0,0,0,0,0
asus,TUF,AMD,Ryzen 7,11th,4,DDR4,1024,0,Windows,32-bit,4,Gaming,16,0,No,No,1162.53,[687.5 - 1375.0],1283.64,9,4.7,57,3
asus,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,No,702.31,[687.5 - 1375.0],992.98,29,4.5,3712,412
asus,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,No,774.98,[687.5 - 1375.0],908.2,14,0,0,0
asus,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,Yes,799.2,[687.5 - 1375.0],1089.86,26,4.4,3850,378
asus,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,14,1,No,No,787.09,[687.5 - 1375.0],992.98,20,4.5,4,0
asus,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,6,Casual,15.6,1,No,Yes,1005.09,[687.5 - 1375.0],1271.53,20,4.4,262,31
asus,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,6,Gaming,15.6,1,No,Yes,1089.86,[687.5 - 1375.0],1574.3,30,4.6,124,17
asus,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Casual,16,1,No,No,1065.64,[687.5 - 1375.0],1537.97,30,0,0,0
asus,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Gaming,17.3,1,No,Yes,944.53,[687.5 - 1375.0],1404.75,32,4.4,202,26
asus,TUF,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,No,No,932.42,[687.5 - 1375.0],1283.64,27,0,0,0
asus,Vivo,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,460.22,[0.0 - 687.5],520.65,11,4.7,7,0
asus,VivoBook,AMD,Ryzen 3,11th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,460.09,[0.0 - 687.5],569.09,19,4.2,39,3
asus,VivoBook,AMD,Ryzen 3,10th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,417.83,[0.0 - 687.5],520.65,19,4.3,2886,375
asus,VivoBook,AMD,Ryzen 5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,15.6,0,No,No,690.2,[687.5 - 1375.0],980.86,29,4.8,4,1
asus,VivoBook,AMD,Ryzen 5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,17.3,1,No,No,944.65,[687.5 - 1375.0],956.64,1,2.7,3,0
asus,VivoBook,AMD,Ryzen 5,11th,4,DDR4,256,1024,Windows,64-bit,0,Casual,14,1,No,Yes,762.87,[687.5 - 1375.0],908.2,16,4.2,165,34
asus,VivoBook,AMD,Ryzen 5,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,714.42,[687.5 - 1375.0],896.09,20,4.3,88,13
asus,VivoBook,AMD,Ryzen 5,11th,8,DDR4,256,1024,Windows,32-bit,0,Casual,15.6,1,No,Yes,665.98,[0.0 - 687.5],956.64,30,4.4,474,65
asus,VivoBook,AMD,Ryzen 5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,No,No,665.98,[0.0 - 687.5],956.64,30,4.5,18,3
asus,VivoBook,AMD,Ryzen 5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,No,No,665.98,[0.0 - 687.5],956.64,30,4.6,49,6
asus,VivoBook,AMD,Ryzen 5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,714.42,[687.5 - 1375.0],896.09,20,4.4,324,34
asus,VivoBook,AMD,Ryzen 5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,756.33,[687.5 - 1375.0],908.2,16,4.4,172,36
asus,VivoBook,AMD,Ryzen 7,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,No,1210.97,[687.5 - 1375.0],1671.19,27,0,0,0
asus,VivoBook,AMD,Ryzen 7,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,16,1,No,No,1126.2,[687.5 - 1375.0],1574.3,28,4.7,25,4
asus,VivoBook,AMD,Ryzen 7,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,16,1,No,Yes,690.2,[687.5 - 1375.0],908.2,24,0,0,0
asus,VivoBook,AMD,Ryzen 7,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,774.98,[687.5 - 1375.0],818.11,5,4.2,77,7
asus,VivoBook,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,No,1271.53,[687.5 - 1375.0],1731.74,26,4.5,14,2
asus,VivoBook,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,1,No,No,1580.48,[1375.0 - 2062.5],1973.96,19,0,0,0
asus,VivoBook,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,1,No,No,1973.96,[1375.0 - 2062.5],0,0,0,0,0
asus,VivoBook,AMD,Ryzen 9,11th,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,0,No,No,1416.86,[1375.0 - 2062.5],1816.52,22,0,0,0
asus,VivoBook,Intel,Celeron Dual,10th,4,DDR4,0,512,Windows,64-bit,0,Casual,15.6,0,No,No,326.87,[0.0 - 687.5],351.1,6,0,0,0
asus,VivoBook,Intel,Celeron Dual,10th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,0,No,No,362,[0.0 - 687.5],411.65,12,4,7,0
asus,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,435.87,[0.0 - 687.5],593.31,26,3.8,17,0
asus,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.1,0,No,No,411.65,[0.0 - 687.5],484.32,15,3.4,31,6
asus,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,No,423.76,[0.0 - 687.5],496.43,14,3.7,4203,490
asus,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,472.21,[0.0 - 687.5],556.98,15,4,1850,216
asus,VivoBook,Intel,Core i3,10th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,435.87,[0.0 - 687.5],569.09,23,0,0,0
asus,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,435.87,[0.0 - 687.5],605.43,28,4.4,130,12
asus,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,496.43,[0.0 - 687.5],605.43,18,4.4,4008,519
asus,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,496.43,[0.0 - 687.5],605.43,18,4.4,4008,519
asus,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,502.48,[0.0 - 687.5],605.43,17,4.4,4008,519
asus,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,14.1,1,No,No,398.33,[0.0 - 687.5],569.09,30,3.9,28,4
asus,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,399.54,[0.0 - 687.5],532.76,25,2,12,0
asus,VivoBook,Intel,Core i3,10th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,411.53,[0.0 - 687.5],569.09,27,4.4,67,3
asus,VivoBook,Intel,Core i3,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,460.09,[0.0 - 687.5],617.54,25,4.3,990,108
asus,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,32-bit,0,Casual,15.6,1,No,Yes,435.87,[0.0 - 687.5],605.43,28,4.3,1479,181
asus,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,484.32,[0.0 - 687.5],641.76,24,4.4,181,19
asus,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,447.98,[0.0 - 687.5],544.87,17,4.5,70,9
asus,VivoBook,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,543.66,[0.0 - 687.5],690.31,21,3.9,7,0
asus,VivoBook,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,Yes,625.52,[0.0 - 687.5],762.87,18,0,0,0
asus,VivoBook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,468.45,[0.0 - 687.5],629.65,25,3.2,17,1
asus,VivoBook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,471.12,[0.0 - 687.5],629.65,25,3.9,13,0
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,14,1,No,Yes,458.88,[0.0 - 687.5],629.65,27,4.6,44,5
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,0,No,No,593.31,[0.0 - 687.5],714.42,16,0,0,0
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,466.15,[0.0 - 687.5],629.65,25,3.8,19,3
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,556.98,[0.0 - 687.5],714.42,22,4.5,816,147
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,556.98,[0.0 - 687.5],714.42,22,4.5,816,147
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,447.98,[0.0 - 687.5],641.76,30,4.4,20,1
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14.1,1,No,Yes,507.33,[0.0 - 687.5],702.31,27,4.2,53,6
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,520.65,[0.0 - 687.5],702.31,25,4.3,30,4
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,520.65,[0.0 - 687.5],702.31,25,4.5,40,7
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,520.65,[0.0 - 687.5],702.31,25,4.7,74,11
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,Yes,544.87,[0.0 - 687.5],561.83,3,4.4,2058,305
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,593.31,[0.0 - 687.5],762.87,22,4.5,174,30
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,508.54,[0.0 - 687.5],678.09,25,0,0,0
asus,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,544.87,[0.0 - 687.5],714.42,23,0,0,0
asus,VivoBook,Intel,Core i3,11th,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,14,1,Yes,Yes,629.65,[0.0 - 687.5],823.42,23,4.7,6,2
asus,VivoBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,No,No,569.09,[0.0 - 687.5],678.09,16,4,1444,179
asus,VivoBook,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,No,No,678.09,[0.0 - 687.5],992.98,31,4.5,23,0
asus,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,581.2,[0.0 - 687.5],762.87,23,4,35,2
asus,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,No,No,787.09,[687.5 - 1375.0],1041.42,24,4.7,10,1
asus,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,No,Yes,787.09,[687.5 - 1375.0],1041.42,24,4.3,328,51
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,726.54,[687.5 - 1375.0],980.86,25,0,0,0
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,726.54,[687.5 - 1375.0],980.86,25,0,0,0
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,726.54,[687.5 - 1375.0],980.86,25,4.5,11,2
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,No,799.2,[687.5 - 1375.0],1101.97,27,0,0,0
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,17.3,1,Yes,Yes,714.42,[687.5 - 1375.0],1041.42,31,0,0,0
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,14,1,No,No,890.03,[687.5 - 1375.0],1344.19,33,4.5,213,45
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,593.31,[0.0 - 687.5],714.42,16,0,0,0
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,32-bit,0,Casual,15.6,1,No,Yes,617.54,[0.0 - 687.5],859.76,28,4.3,1188,127
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,No,No,641.76,[0.0 - 687.5],883.98,27,0,0,0
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,No,No,605.43,[0.0 - 687.5],883.98,31,3.9,22,2
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14,1,No,No,787.09,[687.5 - 1375.0],992.98,20,0,0,0
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14,1,No,Yes,834.44,[687.5 - 1375.0],956.75,12,5,6,1
asus,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,1,No,Yes,728.96,[687.5 - 1375.0],956.64,23,4.4,33,4
asus,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,Yes,644.18,[0.0 - 687.5],847.64,24,4.5,11,0
asus,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,Yes,646.72,[0.0 - 687.5],841.71,23,4.1,46,6
asus,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,14,1,Yes,Yes,774.98,[687.5 - 1375.0],1005.09,22,4.6,10,1
asus,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,14,1,Yes,Yes,896.09,[687.5 - 1375.0],1029.31,12,4.2,32,6
asus,VivoBook,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,650.24,[0.0 - 687.5],714.42,8,4.4,19,3
asus,VivoBook,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,No,No,659.92,[0.0 - 687.5],944.53,30,4.3,343,47
asus,VivoBook,Intel,Core i5,9th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,No,Yes,665.98,[0.0 - 687.5],932.42,28,4.4,1681,227
asus,VivoBook,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,No,No,811.31,[687.5 - 1375.0],1186.75,31,4.2,25,4
asus,VivoBook,Intel,Core i7,10th,16,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,No,No,702.31,[687.5 - 1375.0],980.86,28,4.3,76,9
asus,VivoBook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,0,No,No,750.76,[687.5 - 1375.0],1077.75,30,4.5,11,2
asus,VivoBook,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,No,Yes,956.64,[687.5 - 1375.0],1271.53,24,4.5,35,4
asus,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,1,No,Yes,944.53,[687.5 - 1375.0],1174.64,19,4.3,21,5
asus,VivoBook,Intel,Pentium Quad,10th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,399.54,[0.0 - 687.5],484.32,17,4.3,7,1
asus,VivoBook,Intel,Pentium Quad,10th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,411.65,[0.0 - 687.5],484.32,15,4.3,6,0
asus,VivoBook,Intel,Pentium Silver,10th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,363.21,[0.0 - 687.5],472.21,23,4,36,3
asus,VivoBook14,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.1,1,No,No,603.12,[0.0 - 687.5],811.31,25,0,0,0
asus,Zenbook,AMD,Ryzen 5,11th,4,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,0,Yes,No,1114.09,[687.5 - 1375.0],1416.86,21,0,0,0
asus,Zenbook,AMD,Ryzen 7,11th,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,14,0,Yes,No,1368.41,[687.5 - 1375.0],1707.52,19,0,0,0
asus,Zenbook,AMD,Ryzen 9,11th,4,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16,0,Yes,No,1634.86,[1375.0 - 2062.5],2070.85,21,0,0,0
