"brand","model","processor_brand","processor_name","processor_gnrtn","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews"
"acer","Swift","AMD","Ryzen 5","11th",8,"LPDDR4X",512,0,"Windows","64-bit",0,"ThinNlight",14,1,"No","No",653.87,1089.97,40,4.9,7,0
"acer","Swift","AMD","Ryzen 7","11th",4,"DDR4",1024,0,"Windows","64-bit",4,"Casual",16,1,"No","No",1210.97,1695.52,28,0,0,0
"acer","Swift","Intel","Core i5","10th",8,"LPDDR4",0,512,"DOS","32-bit",0,"Casual",16,0,"No","No",1140.73,1513.85,24,4.3,31,6
"acer","Swift","Intel","Core i5","7th",8,"DDR3",256,0,"Windows","64-bit",0,"ThinNlight",16,1,"No","Yes",1052.04,1211.08,13,4.4,39,3
"acer","Swift","Intel","Core i5","8th",8,"DDR3",256,0,"Windows","64-bit",0,"ThinNlight",14,1,"Yes","Yes",993.07,1002.77,0,4,14,3
"acer","Swift","Intel","Core i5","8th",8,"DDR3",512,0,"Windows","64-bit",0,"ThinNlight",15.6,1,"No","No",787.09,1065.75,26,3.8,4,1
"acer","Swift","Intel","Core i5","8th",8,"DDR4",0,1024,"Windows","64-bit",2,"Casual",15.6,1,"No","No",883.66,886.51,0,4.2,18,6
"acer","Swift","Intel","Core i5","8th",8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",13.3,1,"No","No",720.48,793.82,9,3.5,33,7
"acer","Travelmate","Intel","Core i3","11th",8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",14,0,"No","No",496.43,726.66,31,4.2,38,2
"acer","Travelmate","Intel","Core i5","11th",16,"DDR4",256,1024,"Windows","64-bit",0,"Casual",14,0,"No","No",756.81,1029.43,26,3.4,8,0
"acer","Travelmate","Intel","Core i5","11th",8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",14,0,"No","No",672.04,726.66,7,3.8,8,3
"alienware",NA,"Intel","GeForce GTX","10th",8,"LPDDR4",0,512,"DOS","32-bit",6,"Casual",15.6,0,"No","No",2422.07,2704.64,10,4.9,12,0
"alienware",NA,"Intel","GeForce RTX","10th",8,"LPDDR4",0,512,"DOS","32-bit",6,"Casual",15.6,0,"No","No",2601.31,2881.64,9,4.1,13,4
"alienware",NA,"Intel","GeForce RTX","10th",8,"LPDDR4",0,512,"DOS","32-bit",8,"Casual",15.6,0,"No","No",3261.35,3549.47,8,4,5,2
"alienware",NA,"Intel","GeForce RTX","10th",8,"LPDDR4",0,512,"DOS","32-bit",8,"Casual",15.6,0,"No","No",4183,4575.49,8,4.6,10,3
"apple","MacBook","Intel","Core i5","10th",16,"LPDDR4X",1024,0,"Mac","64-bit",0,"Casual",13,1,"No","No",2179.85,2360.42,7,4.7,31,3
"apple","MacBook","Intel","Core i5","10th",16,"LPDDR4X",1024,0,"Mac","64-bit",0,"Casual",13,1,"No","No",2179.85,2360.42,7,4.8,91,5
"apple","MacBook","Intel","Core i5","10th",8,"LPDDR4X",512,0,"Mac","64-bit",0,"Casual",16,1,"No","No",1937.63,2118.2,8,4.4,32,5
"apple","MacBook","Intel","Core i5","8th",8,"DDR3",512,0,"Mac","64-bit",0,"Casual",16,1,"No","No",2084.17,2178.76,4,4.2,108,13
"apple","MacBook","M1","M1","10th",16,"DDR4",1024,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",2058.74,2227.2,7,4.8,640,70
"apple","MacBook","M1","M1","10th",16,"DDR4",1024,0,"Mac","64-bit",0,"Casual",14.2,1,"No","No",2736.95,2905.41,5,4.8,42,8
"apple","MacBook","M1","M1","10th",16,"DDR4",1024,0,"Mac","64-bit",0,"Casual",14.2,1,"No","No",2736.95,2905.41,5,4.8,42,8
"apple","MacBook","M1","M1","10th",16,"DDR4",1024,0,"Mac","64-bit",0,"Casual",16.2,1,"No","No",2954.95,3147.63,6,4.8,42,8
"apple","MacBook","M1","M1","10th",16,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1271.53,1367.32,7,4.7,45,4
"apple","MacBook","M1","M1","10th",16,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1271.53,1367.32,7,4.7,45,4
"apple","MacBook","M1","M1","10th",16,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1610.63,1815.43,11,4.8,640,70
"apple","MacBook","M1","M1","10th",16,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1562.19,1670.1,6,4.7,45,4
"apple","MacBook","M1","M1","10th",16,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1816.52,1984.98,8,4.8,640,70
"apple","MacBook","M1","M1","10th",16,"DDR4",512,0,"Mac","64-bit",0,"Casual",14.2,1,"No","No",2240.4,2360.42,5,4.8,42,8
"apple","MacBook","M1","M1","10th",16,"DDR4",512,0,"Mac","64-bit",0,"Casual",16.2,1,"No","No",2736.95,2905.41,5,4.8,42,8
"apple","MacBook","M1","M1","10th",32,"DDR4",1024,0,"Mac","64-bit",0,"Casual",16.2,1,"No","No",3754.27,3995.4,6,5,3,1
"apple","MacBook","M1","M1","10th",4,"DDR4",512,0,"Mac","64-bit",0,"Casual",16,1,"No","No",1513.75,1609.54,5,4.7,45,4
"apple","MacBook","M1","M1","10th",8,"DDR4",1024,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1816.52,1984.98,8,4.8,640,70
